region_id,Región,Comuna,Pacto,Partido,Nro.voto,Nombres,Primer apellido,Segundo apellido,Votos,Cargo,Coalicion1,Coalicion2
7,DEL MAULE,CURICO,UNIDOS POR LA DIGNIDAD,PARTIDO DEMOCRATA CRISTIANO,250.0,JAVIER ANTONIO,MUÑOZ,RIQUELME,20374,ALCALDE,0,0
7,DEL MAULE,EMPEDRADO,INDEPENDIENTES,INDEPENDIENTES,252.0,GONZALO ANTONIO,TEJOS,PEREZ,1221,ALCALDE,1,0
7,DEL MAULE,HUALAÑE,UNIDOS POR LA DIGNIDAD,PARTIDO DEMOCRATA CRISTIANO,251.0,CAROLINA ALEJANDRA,MUÑOZ,NUÑEZ,3591,ALCALDE,0,0
7,DEL MAULE,LICANTEN,INDEPENDIENTES,INDEPENDIENTES,251.0,OSCAR MARCELO,FERNANDEZ,VILOS,2555,ALCALDE,1,0
7,DEL MAULE,MAULE,UNIDOS POR LA DIGNIDAD,PARTIDO DEMOCRATA CRISTIANO,250.0,LUIS GABRIEL,VASQUEZ,GALVEZ,6483,ALCALDE,0,0
7,DEL MAULE,MOLINA,UNIDOS POR LA DIGNIDAD,PARTIDO DEMOCRATA CRISTIANO,250.0,PRISCILLA ELENA,CASTILLO,GERLI,10944,ALCALDE,0,0
7,DEL MAULE,PELARCO,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,252.0,LUIS BERNARDO,VASQUEZ,BOBADILLA,2819,ALCALDE,1,1
7,DEL MAULE,PENCAHUE,INDEPENDIENTES,INDEPENDIENTES,252.0,JOSE MIGUEL,TOBAR,ARAVENA,2336,ALCALDE,1,0
7,DEL MAULE,RAUCO,UNIDAD POR EL APRUEBO,PARTIDO RADICAL DE CHILE,250.0,ENRIQUE FRANCISCO IGNACIO,OLIVARES,FARIAS,2195,ALCALDE,0,0
7,DEL MAULE,RIO CLARO,CHILE VAMOS,RENOVACION NACIONAL,251.0,AMERICO GUSTAVO,GUAJARDO,OYARCE,3138,ALCALDE,1,1
7,DEL MAULE,ROMERAL,UNIDAD POR EL APRUEBO,PARTIDO SOCIALISTA DE CHILE,250.0,CARLOS ALBERTO,VERGARA,ZEREGA,5157,ALCALDE,0,0
7,DEL MAULE,SAGRADA FAMILIA,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,251.0,MARTIN ABDON,ARRIAGADA,URRUTIA,4452,ALCALDE,1,1
7,DEL MAULE,SAN CLEMENTE,INDEPENDIENTES,INDEPENDIENTES,252.0,MARIA INES,SEPULVEDA,FUENTES,5899,ALCALDE,1,0
7,DEL MAULE,SAN RAFAEL,UNIDOS POR LA DIGNIDAD,PARTIDO DEMOCRATA CRISTIANO,250.0,CLAUDIA,DIAZ,BRAVO,3426,ALCALDE,0,0
7,DEL MAULE,TALCA,CHILE VAMOS,RENOVACION NACIONAL,252.0,JUAN CARLOS,DIAZ,AVENDAÑO,28514,ALCALDE,1,1
7,DEL MAULE,TENO,INDEPENDIENTES,INDEPENDIENTES,251.0,SANDRA CECILIA,AMESTICA,GAETE,4825,ALCALDE,1,0
7,DEL MAULE,VICHUQUEN,INDEPENDIENTES,INDEPENDIENTES,252.0,PATRICIO ANDRES,RIVERA,BRAVO,1456,ALCALDE,1,0
7,DEL MAULE,CAUQUENES,INDEPENDIENTES,INDEPENDIENTES,253.0,NERY CRISTINA,RODRIGUEZ,DOMINGUEZ,6034,ALCALDE,1,0
7,DEL MAULE,CHANCO,UNIDAD POR EL APRUEBO,PARTIDO RADICAL DE CHILE,250.0,MARCELO OSVALDO,WADDINGTON,GUAJARDO,2445,ALCALDE,0,0
7,DEL MAULE,COLBUN,INDEPENDIENTES,INDEPENDIENTES,251.0,PEDRO PABLO,MUÑOZ,OSES,4061,ALCALDE,1,0
7,DEL MAULE,LINARES,CHILE VAMOS,RENOVACION NACIONAL,251.0,MARIO ALEJANDRO,MEZA,VASQUEZ,12205,ALCALDE,1,1
7,DEL MAULE,LONGAVI,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,251.0,CRISTIAN ENRIQUE,MENCHACA,PINOCHET,3981,ALCALDE,1,1
7,DEL MAULE,PARRAL,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,251.0,PAULA DEL CARMEN,RETAMAL,URRUTIA,5144,ALCALDE,1,1
7,DEL MAULE,PELLUHUE,UNIDOS POR LA DIGNIDAD,INDEPENDIENTES-LISTA XU,250.0,MARIA LUZ,REYES,ORELLANA,3547,ALCALDE,0,0
7,DEL MAULE,RETIRO,CHILE VAMOS,RENOVACION NACIONAL,252.0,RODRIGO,RAMIREZ,PARRA,3732,ALCALDE,1,1
7,DEL MAULE,SAN JAVIER,UNIDOS POR LA DIGNIDAD,PARTIDO DEMOCRATA CRISTIANO,251.0,JORGE EDUARDO IGNACIO,SILVA,SEPULVEDA,5915,ALCALDE,0,0
7,DEL MAULE,VILLA ALEGRE,CHILE VAMOS,INDEPENDIENTES-LISTA XX,251.0,PABLO BENITO,FUENTES,VALLEJOS,1568,ALCALDE,1,1
7,DEL MAULE,YERBAS BUENAS,UNIDOS POR LA DIGNIDAD,INDEPENDIENTES-LISTA XU,250.0,LUIS GILBERTO,CADEGAN,MORAN,3759,ALCALDE,0,0
8,DEL BIOBIO,CHIGUAYANTE,UNIDAD POR EL APRUEBO,PARTIDO SOCIALISTA DE CHILE,250.0,JOSE ANTONIO,RIVAS,VILLALOBOS,15054,ALCALDE,0,0
8,DEL BIOBIO,CONCEPCION,UNIDOS POR LA DIGNIDAD,PARTIDO DEMOCRATA CRISTIANO,251.0,ALVARO ANDRES,ORTIZ,VERA,30028,ALCALDE,0,0
8,DEL BIOBIO,CORONEL,INDEPENDIENTES,INDEPENDIENTES,253.0,BORIS FELIPE,CHAMORRO,REBOLLEDO,22559,ALCALDE,1,0
8,DEL BIOBIO,FLORIDA,UNIDOS POR LA DIGNIDAD,PARTIDO DEMOCRATA CRISTIANO,250.0,JORGE ELIECER,ROA,VILLEGAS,1776,ALCALDE,0,0
8,DEL BIOBIO,HUALPEN,UNIDAD POR EL APRUEBO,PARTIDO POR LA DEMOCRACIA,250.0,MIGUEL ANGEL,RIVERA,MORALES,7433,ALCALDE,0,0
8,DEL BIOBIO,HUALQUI,INDEPENDIENTES,INDEPENDIENTES,251.0,JORGE ALEJANDRO,CONTANZO,BRAVO,6760,ALCALDE,1,0
8,DEL BIOBIO,PENCO,UNIDOS POR LA DIGNIDAD,PARTIDO DEMOCRATA CRISTIANO,250.0,VICTOR HUGO,FIGUEROA,REBOLLEDO,13422,ALCALDE,0,0
8,DEL BIOBIO,SAN PEDRO DE LA PAZ,INDEPENDIENTES,INDEPENDIENTES,256.0,JAVIER ENRIQUE,GUIÑEZ,CASTRO,8043,ALCALDE,1,0
8,DEL BIOBIO,SANTA JUANA,INDEPENDIENTES,INDEPENDIENTES,252.0,ANA ALEJANDRA,ALBORNOZ,CUEVAS,2851,ALCALDE,1,0
8,DEL BIOBIO,TALCAHUANO,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,251.0,HENRY LEONARDO,CAMPOS,COA,14423,ALCALDE,1,1
8,DEL BIOBIO,TOME,UNIDOS POR LA DIGNIDAD,PARTIDO DEMOCRATA CRISTIANO,250.0,GLORIA IVONNE,RIVAS,ORTIZ,6606,ALCALDE,0,0
8,DEL BIOBIO,ALTO BIOBIO,UNIDAD POR EL APRUEBO,PARTIDO POR LA DEMOCRACIA,250.0,NIVALDO EUSEBIO,PIÑALEO,LLAULEN,1651,ALCALDE,0,0
8,DEL BIOBIO,ANTUCO,INDEPENDIENTES,INDEPENDIENTES,251.0,MIGUEL JALIL,ABUTER,LEON,977,ALCALDE,1,0
8,DEL BIOBIO,ARAUCO,INDEPENDIENTES,INDEPENDIENTES,253.0,ELIZABETH NOEMI,MARICAN,RIVAS,5178,ALCALDE,1,0
8,DEL BIOBIO,CABRERO,INDEPENDIENTES,INDEPENDIENTES,252.0,MARIO ALEJANDRO,GIERKE,QUEVEDO,6504,ALCALDE,1,0
8,DEL BIOBIO,CAÑETE,CHILE VAMOS,RENOVACION NACIONAL,251.0,JORGE JAMES,RADONICH,BARRA,6111,ALCALDE,1,1
8,DEL BIOBIO,CONTULMO,INDEPENDIENTES,INDEPENDIENTES,252.0,CARLOS ARTURO,LEAL,NEIRA,1596,ALCALDE,1,0
8,DEL BIOBIO,CURANILAHUE,INDEPENDIENTES,INDEPENDIENTES,251.0,ALEJANDRA SOLANGE,BURGOS,BIZAMA,6989,ALCALDE,1,0
8,DEL BIOBIO,LAJA,INDEPENDIENTES,INDEPENDIENTES,253.0,ROBERTO ELIAS,QUINTANA,INOSTROZA,5251,ALCALDE,1,0
8,DEL BIOBIO,LEBU,UNIDOS POR LA DIGNIDAD,INDEPENDIENTES-LISTA XU,250.0,CRISTIAN ABEL JORGE,PEÑA,MORALES,6744,ALCALDE,0,0
8,DEL BIOBIO,LOS ALAMOS,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,251.0,PABLO CESAR,VEGAS,VERDUGO,3704,ALCALDE,1,1
8,DEL BIOBIO,LOS ANGELES,UNIDAD POR EL APRUEBO,PARTIDO RADICAL DE CHILE,250.0,ESTEBAN EDUARDO,KRAUSE,SALAZAR,36579,ALCALDE,0,0
8,DEL BIOBIO,LOTA,INDEPENDIENTES,INDEPENDIENTES,254.0,VICTOR PATRICIO,MARCHANT,ULLOA,8301,ALCALDE,1,0
8,DEL BIOBIO,MULCHEN,UNIDOS POR LA DIGNIDAD,PARTIDO DEMOCRATA CRISTIANO,250.0,JORGE ALBERTO,RIVAS,FIGUEROA,4636,ALCALDE,0,0
8,DEL BIOBIO,NACIMIENTO,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,251.0,CARLOS ROBERTO,TOLOZA,SOTO,5067,ALCALDE,1,1
8,DEL BIOBIO,NEGRETE,UNIDAD POR EL APRUEBO,PARTIDO RADICAL DE CHILE,250.0,ALFREDO ALEJANDRO,PEÑA,PEÑA,2532,ALCALDE,0,0
8,DEL BIOBIO,QUILACO,UNIDOS POR LA DIGNIDAD,INDEPENDIENTES-LISTA XU,250.0,PABLO ANTONIO,URRUTIA,MALDONADO,1330,ALCALDE,0,0
8,DEL BIOBIO,QUILLECO,INDEPENDIENTES,INDEPENDIENTES,250.0,RODRIGO MARIANO,TAPIA,AVELLO,2404,ALCALDE,1,0
8,DEL BIOBIO,SAN ROSENDO,INDEPENDIENTES,INDEPENDIENTES,252.0,RABINDRANATH CECIL RICARDO,ACUÑA,OLATE,1383,ALCALDE,1,0
8,DEL BIOBIO,SANTA BARBARA,UNIDOS POR LA DIGNIDAD,PARTIDO DEMOCRATA CRISTIANO,250.0,DANIEL SEBASTIAN,SALAMANCA,PEREZ,2377,ALCALDE,0,0
8,DEL BIOBIO,TIRUA,INDEPENDIENTES,INDEPENDIENTES,252.0,JOSE ROLANDO,LINCO,GARRIDO,1925,ALCALDE,1,0
8,DEL BIOBIO,TUCAPEL,CHILE VAMOS,RENOVACION NACIONAL,251.0,JAIME SERGIO,VELOSO,JARA,4382,ALCALDE,1,1
8,DEL BIOBIO,YUMBEL,INDEPENDIENTES,INDEPENDIENTES,254.0,JOSE AURELIO,SAEZ,VINET,2598,ALCALDE,1,0
9,DE LA ARAUCANIA,ANGOL,CHILE VAMOS,INDEPENDIENTES-LISTA XX,251.0,JOSE ENRIQUE,NEIRA,NEIRA,8568,ALCALDE,1,1
9,DE LA ARAUCANIA,COLLIPULLI,CHILE VAMOS,INDEPENDIENTES-LISTA XX,252.0,MANUEL JESUS,MACAYA,RAMIREZ,3869,ALCALDE,1,1
9,DE LA ARAUCANIA,CURACAUTIN,INDEPENDIENTES,INDEPENDIENTES,252.0,VICTOR MANUEL,BARRERA,BARRERA,3171,ALCALDE,1,0
9,DE LA ARAUCANIA,ERCILLA,UNIDOS POR LA DIGNIDAD,INDEPENDIENTES-LISTA XU,250.0,VALENTIN ENRIQUE,VIDAL,HERNANDEZ,1488,ALCALDE,0,0
9,DE LA ARAUCANIA,GALVARINO,UNIDOS POR LA DIGNIDAD,INDEPENDIENTES-LISTA XU,251.0,MARCOS EDGARDO,HERNANDEZ,ROJAS,2299,ALCALDE,0,0
9,DE LA ARAUCANIA,LAUTARO,UNIDOS POR LA DIGNIDAD,INDEPENDIENTES-LISTA XU,250.0,RAUL ALBERTO,SCHIFFERLI,DIAZ,9449,ALCALDE,0,0
9,DE LA ARAUCANIA,LONQUIMAY,UNIDOS POR LA DIGNIDAD,INDEPENDIENTES-LISTA XU,250.0,GILBERTO NIBALDO,ALEGRIA,ALEGRIA,3229,ALCALDE,0,0
9,DE LA ARAUCANIA,LOS SAUCES,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,251.0,LUIS GASTON,MELLA,ARZOLA,1777,ALCALDE,1,1
9,DE LA ARAUCANIA,LUMACO,CHILE VAMOS,INDEPENDIENTES-LISTA XX,252.0,RICHARD ALEXIS,LEONELLI,CONTRERAS,2953,ALCALDE,1,1
9,DE LA ARAUCANIA,MELIPEUCO,UNIDAD POR EL APRUEBO,INDEPENDIENTES-LISTA K,250.0,ISAAC ALEJANDRO,CUMINAO,BARROS,1943,ALCALDE,0,0
9,DE LA ARAUCANIA,PERQUENCO,UNIDAD POR EL APRUEBO,PARTIDO POR LA DEMOCRACIA,250.0,LUIS ALEJANDRO,SEPULVEDA,TAPIA,2184,ALCALDE,0,0
9,DE LA ARAUCANIA,PUREN,UNIDAD POR EL APRUEBO,PARTIDO POR LA DEMOCRACIA,250.0,JORGE DOLIVER,RIVERA,LEAL,2277,ALCALDE,0,0
9,DE LA ARAUCANIA,RENAICO,INDEPENDIENTES,INDEPENDIENTES,252.0,JUAN CARLOS,REINAO,MARILAO,2183,ALCALDE,1,0
9,DE LA ARAUCANIA,TRAIGUEN,UNIDAD POR EL APRUEBO,INDEPENDIENTES-LISTA K,250.0,RICARDO JAVIER,SANHUEZA,PIRCE,3738,ALCALDE,0,0
9,DE LA ARAUCANIA,VICTORIA,INDEPENDIENTES,INDEPENDIENTES,252.0,JAVIER ALEJANDRO,JARAMILLO,SOTO,5070,ALCALDE,1,0
9,DE LA ARAUCANIA,VILCUN,CHILE VAMOS,RENOVACION NACIONAL,251.0,KATHERINNE TATIANA,MIGUELES,MUÑOZ,5120,ALCALDE,1,1
9,DE LA ARAUCANIA,CARAHUE,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,252.0,HECTOR ALEJANDRO,SAEZ,VELIZ,4169,ALCALDE,1,1
9,DE LA ARAUCANIA,CHOLCHOL,INDEPENDIENTES,INDEPENDIENTES,252.0,LUIS ALFREDO,HUIRILEF,BARRA,3006,ALCALDE,1,0
9,DE LA ARAUCANIA,CUNCO,INDEPENDIENTES,INDEPENDIENTES,252.0,ANTONIO ALFONSO,COKE,CANDIA,3704,ALCALDE,1,0
9,DE LA ARAUCANIA,CURARREHUE,UNIDAD POR EL APRUEBO,PARTIDO POR LA DEMOCRACIA,250.0,ABEL RUBEN,PAINEFILO,BARRIGA,1916,ALCALDE,0,0
9,DE LA ARAUCANIA,FREIRE,UNIDOS POR LA DIGNIDAD,PARTIDO DEMOCRATA CRISTIANO,250.0,LUIS ARMANDO,ARIAS,LOPEZ,2689,ALCALDE,0,0
9,DE LA ARAUCANIA,GORBEA,UNIDOS POR LA DIGNIDAD,PARTIDO DEMOCRATA CRISTIANO,250.0,JORGE ANDRES,ROMERO,MARTINEZ,3767,ALCALDE,0,0
9,DE LA ARAUCANIA,LONCOCHE,INDEPENDIENTES,INDEPENDIENTES,252.0,ALEXIS ARTURO,PINEDA,RUIZ,3752,ALCALDE,1,0
9,DE LA ARAUCANIA,NUEVA IMPERIAL,UNIDOS POR LA DIGNIDAD,PARTIDO DEMOCRATA CRISTIANO,251.0,CESAR HIPOLITO,SEPULVEDA,HUERTA,4588,ALCALDE,0,0
9,DE LA ARAUCANIA,PADRE LAS CASAS,INDEPENDIENTES,INDEPENDIENTES,255.0,MARIO HERNAN,GONZALEZ,REBOLLEDO,7974,ALCALDE,1,0
9,DE LA ARAUCANIA,PITRUFQUEN,CHILE VAMOS,RENOVACION NACIONAL,251.0,JACQUELINE DEL CARMEN,ROMERO,INZUNZA,4402,ALCALDE,1,1
9,DE LA ARAUCANIA,PUCON,CHILE VAMOS,RENOVACION NACIONAL,251.0,CARLOS REINALDO,BARRA,MATAMALA,3834,ALCALDE,1,1
9,DE LA ARAUCANIA,SAAVEDRA,INDEPENDIENTES,INDEPENDIENTES,251.0,JUAN DE DIOS,PAILLAFIL,CALFULEN,3856,ALCALDE,1,0
9,DE LA ARAUCANIA,TEMUCO,UNIDAD POR EL APRUEBO,PARTIDO POR LA DEMOCRACIA,250.0,ROBERTO FRANCISCO,NEIRA,ABURTO,30303,ALCALDE,0,0
9,DE LA ARAUCANIA,TEODORO SCHMIDT,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,251.0,BALDOMERO ABEL,SANTOS,VIDAL,2610,ALCALDE,1,1
9,DE LA ARAUCANIA,TOLTEN,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,251.0,GUILLERMO ANTONIO,MARTINEZ,SOTO,3095,ALCALDE,1,1
9,DE LA ARAUCANIA,VILLARRICA,INDEPENDIENTES,INDEPENDIENTES,254.0,GERMAN ANTONIO,VERGARA,LAGOS,6122,ALCALDE,1,0
10,DE LOS LAGOS,FRESIA,UNIDOS POR LA DIGNIDAD,PARTIDO DEMOCRATA CRISTIANO,251.0,JOSE MIGUEL,CARDENAS,BARRIA,2592,ALCALDE,0,0
10,DE LOS LAGOS,FRUTILLAR,UNIDAD POR EL APRUEBO,PARTIDO SOCIALISTA DE CHILE,250.0,CESAR ADONES,HUENUQUEO,MALDONADO,4538,ALCALDE,0,0
10,DE LOS LAGOS,LLANQUIHUE,UNIDOS POR LA DIGNIDAD,PARTIDO DEMOCRATA CRISTIANO,250.0,VICTOR RUBEN,ANGULO,MUÑOZ,4682,ALCALDE,0,0
10,DE LOS LAGOS,LOS MUERMOS,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,251.0,SERGIO ERWIN,HAEGER,YUNGE,3618,ALCALDE,1,1
10,DE LOS LAGOS,OSORNO,UNIDOS POR LA DIGNIDAD,PARTIDO DEMOCRATA CRISTIANO,250.0,EMETERIO,CARRILLO,TORRES,18855,ALCALDE,0,0
10,DE LOS LAGOS,PUERTO OCTAY,UNIDAD POR EL APRUEBO,INDEPENDIENTES-LISTA K,250.0,GERARDO AUGUSTO,GUNCKEL,ARRIAGADA,2006,ALCALDE,0,0
10,DE LOS LAGOS,PUERTO VARAS,INDEPENDIENTES,INDEPENDIENTES,255.0,TOMAS ANDRES,GARATE,SILVA,5677,ALCALDE,1,0
10,DE LOS LAGOS,PURRANQUE,UNIDOS POR LA DIGNIDAD,PARTIDO DEMOCRATA CRISTIANO,251.0,CESAR IVAN,CROT,VARGAS,3849,ALCALDE,0,0
10,DE LOS LAGOS,PUYEHUE,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,251.0,MARIA JIMENA,NUÑEZ,MORALES,2842,ALCALDE,1,1
10,DE LOS LAGOS,RIO NEGRO,CHILE VAMOS,RENOVACION NACIONAL,251.0,SEBASTIAN ALEJANDRO,CRUZAT,CARCAMO,2487,ALCALDE,1,1
10,DE LOS LAGOS,SAN JUAN DE LA COSTA,UNIDOS POR LA DIGNIDAD,PARTIDO DEMOCRATA CRISTIANO,250.0,BERNARDO,CANDIA,HENRIQUEZ,1583,ALCALDE,0,0
10,DE LOS LAGOS,SAN PABLO,CHILE VAMOS,RENOVACION NACIONAL,251.0,JUAN CARLOS,SOTO,CAUCAU,2561,ALCALDE,1,1
10,DE LOS LAGOS,ANCUD,INDEPENDIENTES,INDEPENDIENTES,253.0,CARLOS HERIBERTO,GOMEZ,MIRANDA,5839,ALCALDE,1,0
10,DE LOS LAGOS,CALBUCO,INDEPENDIENTES,INDEPENDIENTES,253.0,JUAN FRANCISCO,CALBUCOY,GUERRERO,3274,ALCALDE,1,0
10,DE LOS LAGOS,CASTRO,CHILE VAMOS,INDEPENDIENTES-LISTA XX,251.0,JUAN EDUARDO,VERA,SANHUEZA,10215,ALCALDE,1,1
10,DE LOS LAGOS,CHAITEN,UNIDAD POR EL APRUEBO,INDEPENDIENTES-LISTA K,250.0,PEDRO RONNY,VASQUEZ,CELEDON,1219,ALCALDE,0,0
10,DE LOS LAGOS,CHONCHI,CHILE VAMOS,RENOVACION NACIONAL,251.0,FERNANDO ARIEL,OYARZUN,MACIAS,3309,ALCALDE,1,1
10,DE LOS LAGOS,COCHAMO,INDEPENDIENTES,INDEPENDIENTES,256.0,JESUS SILVERIO,MORALES,ROSALES,686,ALCALDE,1,0
10,DE LOS LAGOS,CURACO DE VELEZ,UNIDAD POR EL APRUEBO,INDEPENDIENTES-LISTA K,250.0,JAVIERA PAZ,YAÑEZ,REBOLLEDO,1391,ALCALDE,0,0
10,DE LOS LAGOS,DALCAHUE,CHILE VAMOS,INDEPENDIENTES-LISTA XX,251.0,JUAN SEGUNDO,HIJERRA,SERON,2692,ALCALDE,1,1
10,DE LOS LAGOS,FUTALEUFU,INDEPENDIENTES,INDEPENDIENTES,252.0,JOSE ALEJANDRO,AVELLO,BASCUR,787,ALCALDE,1,0
10,DE LOS LAGOS,HUALAIHUE,INDEPENDIENTES,INDEPENDIENTES,253.0,MARIA CRISTINA,ESPINOZA,OJEDA,2165,ALCALDE,1,0
10,DE LOS LAGOS,MAULLIN,CHILE VAMOS,INDEPENDIENTES-LISTA XX,251.0,NABIH EDUARDO,SOZA,CARDENAS,3518,ALCALDE,1,1
10,DE LOS LAGOS,PALENA,CHILE VAMOS,RENOVACION NACIONAL,251.0,JULIO CESAR HERNAN,DELGADO,RETAMAL,358,ALCALDE,1,1
10,DE LOS LAGOS,PUERTO MONTT,UNIDAD POR EL APRUEBO,PARTIDO SOCIALISTA DE CHILE,250.0,GERVOY AMADOR,PAREDES,ROJAS,36640,ALCALDE,0,0
10,DE LOS LAGOS,PUQUELDON,UNIDOS POR LA DIGNIDAD,INDEPENDIENTES-LISTA XU,250.0,JOSE RODRIGO,OJEDA,CARDENAS,1119,ALCALDE,0,0
10,DE LOS LAGOS,QUEILEN,UNIDOS POR LA DIGNIDAD,PARTIDO DEMOCRATA CRISTIANO,250.0,MARCOS PATRICIO,VARGAS,OYARZUN,1730,ALCALDE,0,0
10,DE LOS LAGOS,QUELLON,UNIDOS POR LA DIGNIDAD,PARTIDO DEMOCRATA CRISTIANO,250.0,CRISTIAN FELIPE,OJEDA,CHIGUAY,5449,ALCALDE,0,0
10,DE LOS LAGOS,QUEMCHI,UNIDAD POR EL APRUEBO,INDEPENDIENTES-LISTA K,250.0,LUIS HERIBERTO,MACIAS,DEMARCHI,2197,ALCALDE,0,0
10,DE LOS LAGOS,QUINCHAO,INDEPENDIENTES,INDEPENDIENTES,252.0,RENE ALFONSO,GARCES,ALVAREZ,2047,ALCALDE,1,0
