region_id,Región,Comuna,Pacto,Partido,Nro.voto,Nombres,Primer apellido,Segundo apellido,Votos,Cargo,Coalicion1,Coalicion2
11,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,AYSEN,UNIDAD POR EL APRUEBO,INDEPENDIENTES-LISTA K,250.0,JULIO ESTEBAN CONFUCIO,URIBE,ALVARADO,4167,ALCALDE,0,0
11,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,CHILE CHICO,INDEPENDIENTES,INDEPENDIENTES,252.0,LUPERCIANO SEGUNDO,MUÑOZ,GONZALEZ,954,ALCALDE,1,0
11,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,CISNES,CHILE VAMOS,RENOVACION NACIONAL,251.0,FRANCISCO JAVIER,RONCAGLIOLO,LEPIO,1162,ALCALDE,1,1
11,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,COCHRANE,UNIDAD POR EL APRUEBO,PARTIDO RADICAL DE CHILE,250.0,JORGE EDUARDO,CALDERON,NUÑEZ,1096,ALCALDE,0,0
11,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,COYHAIQUE,UNIDOS POR LA DIGNIDAD,PARTIDO DEMOCRATA CRISTIANO,251.0,CARLOS PATRICIO,GATICA,VILLEGAS,7801,ALCALDE,0,0
11,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,GUAITECAS,UNIDAD POR EL APRUEBO,PARTIDO POR LA DEMOCRACIA,250.0,MARCOS RAFAEL,SILVA,MIRANDA,423,ALCALDE,0,0
11,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,LAGO VERDE,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,251.0,NELSON FREDY,OPAZO,LOPEZ,401,ALCALDE,1,1
11,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,O'HIGGINS,UNIDOS POR LA DIGNIDAD,PARTIDO DEMOCRATA CRISTIANO,250.0,JOSE CLAUDIO,FICA,GOMEZ,205,ALCALDE,0,0
11,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,RIO IBAÑEZ,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,250.0,MARCELO ORLANDO,SANTANA,VARGAS,1088,ALCALDE,1,1
11,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,TORTEL,UNIDAD POR EL APRUEBO,INDEPENDIENTES-LISTA K,250.0,ABEL ALBINO,BECERRA,VIDAL,181,ALCALDE,0,0
12,DE MAGALLANES Y DE LA ANTARTICA CHILENA,ANTARTICA,UNIDOS POR LA DIGNIDAD,PARTIDO DEMOCRATA CRISTIANO,250.0,JAIME PATRICIO,FERNANDEZ,ALARCON,0,ALCALDE,0,0
12,DE MAGALLANES Y DE LA ANTARTICA CHILENA,CABO DE HORNOS(EX-NAVARINO),UNIDOS POR LA DIGNIDAD,PARTIDO DEMOCRATA CRISTIANO,250.0,JAIME PATRICIO,FERNANDEZ,ALARCON,449,ALCALDE,0,0
12,DE MAGALLANES Y DE LA ANTARTICA CHILENA,LAGUNA BLANCA,UNIDAD POR EL APRUEBO,PARTIDO SOCIALISTA DE CHILE,250.0,FERNANDO IVAN,OJEDA,GONZALEZ,171,ALCALDE,0,0
12,DE MAGALLANES Y DE LA ANTARTICA CHILENA,NATALES,INDEPENDIENTES,INDEPENDIENTES,252.0,ANTONIETA DANIELA DEL CARMEN,OYARZO,ALVARADO,5092,ALCALDE,1,0
12,DE MAGALLANES Y DE LA ANTARTICA CHILENA,PORVENIR,INDEPENDIENTES,INDEPENDIENTES,253.0,JOSE GABRIEL,PARADA,AGUILAR,1211,ALCALDE,1,0
12,DE MAGALLANES Y DE LA ANTARTICA CHILENA,PRIMAVERA,UNIDOS POR LA DIGNIDAD,PARTIDO DEMOCRATA CRISTIANO,250.0,BLAGOMIR FERNANDO,BRZTILO,AVENDAÑO,300,ALCALDE,0,0
12,DE MAGALLANES Y DE LA ANTARTICA CHILENA,PUNTA ARENAS,CHILE VAMOS,RENOVACION NACIONAL,251.0,CLAUDIO ANDRES,RADONICH,JIMENEZ,21923,ALCALDE,1,1
12,DE MAGALLANES Y DE LA ANTARTICA CHILENA,RIO VERDE,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,250.0,SABINA ALEJANDRA,BALLESTEROS,VARGAS,296,ALCALDE,1,1
12,DE MAGALLANES Y DE LA ANTARTICA CHILENA,SAN GREGORIO,UNIDOS POR LA DIGNIDAD,PARTIDO DEMOCRATA CRISTIANO,250.0,JEANNETTE ISABEL,ANDRADE,RUIZ,217,ALCALDE,0,0
12,DE MAGALLANES Y DE LA ANTARTICA CHILENA,TIMAUKEL,INDEPENDIENTES,INDEPENDIENTES,251.0,LUIS SEGUNDO,BARRIA,ANDRADE,179,ALCALDE,1,0
12,DE MAGALLANES Y DE LA ANTARTICA CHILENA,TORRES DEL PAINE,INDEPENDIENTES,INDEPENDIENTES,252.0,ANAHI MARCELA,CARDENAS,RODRIGUEZ,524,ALCALDE,1,0
13,METROPOLITANA DE SANTIAGO,LA GRANJA,UNIDOS POR LA DIGNIDAD,PARTIDO DEMOCRATA CRISTIANO,252.0,LUIS FELIPE,DELPIN,AGUILAR,19595,ALCALDE,0,0
13,METROPOLITANA DE SANTIAGO,MACUL,INDEPENDIENTES,INDEPENDIENTES,252.0,GONZALO EUGENIO,MONTOYA,RIQUELME,28106,ALCALDE,1,0
13,METROPOLITANA DE SANTIAGO,ÑUÑOA,FRENTE AMPLIO,REVOLUCION DEMOCRATICA,251.0,CRISTINA EMILIA,RIOS,SAAVEDRA,34664,ALCALDE,0,0
13,METROPOLITANA DE SANTIAGO,PROVIDENCIA,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,250.0,EVELYN ROSE,MATTHEI,FORNET,46890,ALCALDE,1,1
13,METROPOLITANA DE SANTIAGO,SAN JOAQUIN,INDEPENDIENTES,INDEPENDIENTES,253.0,CRISTOBAL AMARO,LABRA,BASSA,19371,ALCALDE,1,0
13,METROPOLITANA DE SANTIAGO,SANTIAGO,CHILE DIGNO VERDE Y SOBERANO,PARTIDO COMUNISTA DE CHILE,251.0,IRACI LUIZA,HASSLER,JACOB,45376,ALCALDE,0,0
13,METROPOLITANA DE SANTIAGO,LA REINA,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,251.0,JOSE MANUEL AUGUSTO,PALACIOS,PARRA,29323,ALCALDE,1,1
13,METROPOLITANA DE SANTIAGO,LAS CONDES,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,253.0,DANIELA,PEÑALOZA,RAMOS,58603,ALCALDE,1,1
13,METROPOLITANA DE SANTIAGO,LO BARNECHEA,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,250.0,JUAN CRISTOBAL,LIRA,IBAÑEZ,38685,ALCALDE,1,1
13,METROPOLITANA DE SANTIAGO,PEÑALOLEN,UNIDOS POR LA DIGNIDAD,PARTIDO DEMOCRATA CRISTIANO,252.0,CAROLINA,LEITAO,ALVAREZ-SALAMANCA,28357,ALCALDE,0,0
13,METROPOLITANA DE SANTIAGO,VITACURA,CHILE VAMOS,EVOLUCION POLITICA,252.0,CAMILA,MERINO,CATALAN,31646,ALCALDE,1,1
13,METROPOLITANA DE SANTIAGO,LA FLORIDA,CHILE VAMOS,INDEPENDIENTES-LISTA XX,252.0,RODOLFO RAFAEL,CARTER,FERNANDEZ,90303,ALCALDE,1,1
13,METROPOLITANA DE SANTIAGO,LA PINTANA,UNIDOS POR LA DIGNIDAD,PARTIDO DEMOCRATA CRISTIANO,250.0,CLAUDIA GERLENE,PIZARRO,PEÑA,21061,ALCALDE,0,0
13,METROPOLITANA DE SANTIAGO,PIRQUE,UNIDAD POR EL APRUEBO,INDEPENDIENTES-LISTA K,250.0,JAIME FRANCISCO,ESCUDERO,RAMOS,4662,ALCALDE,0,0
13,METROPOLITANA DE SANTIAGO,PUENTE ALTO,CHILE VAMOS,RENOVACION NACIONAL,252.0,GERMAN,CODINA,POWERS,87239,ALCALDE,1,1
13,METROPOLITANA DE SANTIAGO,SAN JOSE DE MAIPO,UNIDAD POR EL APRUEBO,PARTIDO RADICAL DE CHILE,250.0,ROBERTO ULISES,PEREZ,CATALAN,3940,ALCALDE,0,0
13,METROPOLITANA DE SANTIAGO,EL BOSQUE,UNIDAD POR EL APRUEBO,PARTIDO SOCIALISTA DE CHILE,250.0,MANUEL FRANCISCO,ZUÑIGA,AGUILAR,16444,ALCALDE,0,0
13,METROPOLITANA DE SANTIAGO,LA CISTERNA,INDEPENDIENTES,INDEPENDIENTES,255.0,JOEL ANDRES,OLMOS,ESPINOZA,9987,ALCALDE,1,0
13,METROPOLITANA DE SANTIAGO,LO ESPEJO,CHILE DIGNO VERDE Y SOBERANO,PARTIDO COMUNISTA DE CHILE,250.0,JAVIERA PAZ,REYES,JARA,8531,ALCALDE,0,0
13,METROPOLITANA DE SANTIAGO,PEDRO AGUIRRE CERDA,INDEPENDIENTES,INDEPENDIENTES,254.0,LUIS ALBERTO,ASTUDILLO,PEIRETTI,13706,ALCALDE,1,0
13,METROPOLITANA DE SANTIAGO,SAN MIGUEL,FRENTE AMPLIO,INDEPENDIENTES-LISTA XS,251.0,ERIKA PAULINA,MARTINEZ,OSORIO,11766,ALCALDE,0,0
13,METROPOLITANA DE SANTIAGO,SAN RAMON,UNIDOS POR LA DIGNIDAD,PARTIDO DEMOCRATA CRISTIANO,251.0,GUSTAVO EDUARDO,TORO,QUINTANA,8305,ALCALDE,0,0
13,METROPOLITANA DE SANTIAGO,ALHUE,UNIDOS POR LA DIGNIDAD,PARTIDO DEMOCRATA CRISTIANO,250.0,ROBERTO EDUARDO,TORRES,HUERTA,2635,ALCALDE,0,0
13,METROPOLITANA DE SANTIAGO,BUIN,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,251.0,MIGUEL LEONARDO,ARAYA,LOBOS,14255,ALCALDE,1,1
13,METROPOLITANA DE SANTIAGO,CALERA DE TANGO,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,251.0,HORTENSIA MARICEL,MORA,CATALAN,4864,ALCALDE,1,1
13,METROPOLITANA DE SANTIAGO,CURACAVI,CHILE VAMOS,INDEPENDIENTES-LISTA XX,251.0,JUAN PABLO,BARROS,BASSO,5444,ALCALDE,1,1
13,METROPOLITANA DE SANTIAGO,EL MONTE,UNIDAD POR EL APRUEBO,PARTIDO SOCIALISTA DE CHILE,250.0,FRANCISCO JAVIER,GOMEZ,RAMIREZ,4834,ALCALDE,0,0
13,METROPOLITANA DE SANTIAGO,ISLA DE MAIPO,CHILE VAMOS,INDEPENDIENTES-LISTA XX,251.0,JUAN PABLO,OLAVE,CAMBARA,5167,ALCALDE,1,1
13,METROPOLITANA DE SANTIAGO,MARIA PINTO,CHILE VAMOS,RENOVACION NACIONAL,251.0,JESSICA PAOLA DEL CARMEN,MUALIM,FAJURI,2529,ALCALDE,1,1
13,METROPOLITANA DE SANTIAGO,MELIPILLA,FRENTE AMPLIO,CONVERGENCIA SOCIAL,250.0,LORENA CATALINA,OLAVARRIA,BAEZA,10079,ALCALDE,0,0
13,METROPOLITANA DE SANTIAGO,PADRE HURTADO,UNIDAD POR EL APRUEBO,PARTIDO SOCIALISTA DE CHILE,250.0,FELIPE LUIS,MUÑOZ,HEREDIA,8777,ALCALDE,0,0
13,METROPOLITANA DE SANTIAGO,PAINE,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,252.0,RODRIGO ALEXANDER,CONTRERAS,GUTIERREZ,6182,ALCALDE,1,1
13,METROPOLITANA DE SANTIAGO,PEÑAFLOR,UNIDOS POR LA DIGNIDAD,PARTIDO DEMOCRATA CRISTIANO,250.0,NIBALDO FAVIO,MEZA,GARFIA,18600,ALCALDE,0,0
13,METROPOLITANA DE SANTIAGO,SAN BERNARDO,UNIDAD POR EL APRUEBO,PARTIDO SOCIALISTA DE CHILE,250.0,CHRISTOPHER ANTONIO,WHITE,BAHAMONDES,27080,ALCALDE,0,0
13,METROPOLITANA DE SANTIAGO,SAN PEDRO,UNIDAD POR EL APRUEBO,PARTIDO POR LA DEMOCRACIA,250.0,EMILIO MARCELO,CERDA,SAGURIE,2270,ALCALDE,0,0
13,METROPOLITANA DE SANTIAGO,TALAGANTE,UNIDAD POR EL APRUEBO,PARTIDO SOCIALISTA DE CHILE,250.0,CARLOS DANIEL,ALVAREZ,ESTEBAN,18196,ALCALDE,0,0
13,METROPOLITANA DE SANTIAGO,CERRILLOS,INDEPENDIENTES,INDEPENDIENTES,254.0,LORENA LEONOR,FACUSE,ROJAS,9085,ALCALDE,1,0
13,METROPOLITANA DE SANTIAGO,COLINA,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,252.0,ISABEL MARGARITA,VALENZUELA,AHUMADA,11312,ALCALDE,1,1
13,METROPOLITANA DE SANTIAGO,ESTACION CENTRAL,FRENTE AMPLIO,INDEPENDIENTES-LISTA XS,251.0,FELIPE,MUÑOZ,VALLEJOS,27723,ALCALDE,0,0
13,METROPOLITANA DE SANTIAGO,LAMPA,INDEPENDIENTES,INDEPENDIENTES,254.0,JONATHAN ENRIQUE,OPAZO,CARRASCO,9712,ALCALDE,1,0
13,METROPOLITANA DE SANTIAGO,MAIPU,FRENTE AMPLIO,REVOLUCION DEMOCRATICA,250.0,TOMAS,VODANOVIC,ESCUDERO,90186,ALCALDE,0,0
13,METROPOLITANA DE SANTIAGO,PUDAHUEL,DIGNIDAD AHORA,IGUALDAD,253.0,ITALO ANDRES,BRAVO,LIZANA,19742,ALCALDE,0,0
13,METROPOLITANA DE SANTIAGO,QUILICURA,FRENTE AMPLIO,INDEPENDIENTES-LISTA XS,250.0,PAULINA REBECA,BOBADILLA,NAVARRETE,13955,ALCALDE,0,0
13,METROPOLITANA DE SANTIAGO,TILTIL,FRENTE AMPLIO,REVOLUCION DEMOCRATICA,251.0,LUIS ANDRES,VALENZUELA,CRUZAT,2460,ALCALDE,0,0
13,METROPOLITANA DE SANTIAGO,CERRO NAVIA,INDEPENDIENTES,INDEPENDIENTES,251.0,MAURO ELIAS,TAMAYO,ROZAS,33480,ALCALDE,1,0
13,METROPOLITANA DE SANTIAGO,CONCHALI,INDEPENDIENTES,INDEPENDIENTES,254.0,RENE ARTURO,DE LA VEGA,FUENTES,13789,ALCALDE,1,0
13,METROPOLITANA DE SANTIAGO,HUECHURABA,UNIDAD POR EL APRUEBO,PARTIDO POR LA DEMOCRACIA,250.0,CARLOS CESAR LUIS,CUADRADO,PRATS,20724,ALCALDE,0,0
13,METROPOLITANA DE SANTIAGO,INDEPENDENCIA,INDEPENDIENTES,INDEPENDIENTES,253.0,GONZALO,DURAN,BARONTI,16697,ALCALDE,1,0
13,METROPOLITANA DE SANTIAGO,LO PRADO,UNIDAD POR EL APRUEBO,PARTIDO POR LA DEMOCRACIA,250.0,MAXIMILIANO,RIOS,GALLEGUILLOS,21643,ALCALDE,0,0
13,METROPOLITANA DE SANTIAGO,QUINTA NORMAL,UNIDAD POR EL APRUEBO,PARTIDO SOCIALISTA DE CHILE,250.0,KARINA ANDREA,DELFINO,MUSSA,17546,ALCALDE,0,0
13,METROPOLITANA DE SANTIAGO,RECOLETA,CHILE DIGNO VERDE Y SOBERANO,PARTIDO COMUNISTA DE CHILE,250.0,OSCAR DANIEL,JADUE,JADUE,35305,ALCALDE,0,0
13,METROPOLITANA DE SANTIAGO,RENCA,INDEPENDIENTES,INDEPENDIENTES,251.0,CLAUDIO NICOLAS,CASTRO,SALAS,43966,ALCALDE,1,0
14,DE LOS RIOS,CORRAL,INDEPENDIENTES,INDEPENDIENTES,255.0,MIGUEL ENRIQUE,HERNANDEZ,MELLA,1145,ALCALDE,1,0
14,DE LOS RIOS,FUTRONO,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,252.0,CLAUDIO ROSAMEL,LAVADO,CASTRO,2708,ALCALDE,1,1
14,DE LOS RIOS,LAGO RANCO,CHILE VAMOS,RENOVACION NACIONAL,251.0,MIGUEL ANGEL,MEZA,SHWENKE,3044,ALCALDE,1,1
14,DE LOS RIOS,LANCO,UNIDAD POR EL APRUEBO,PARTIDO SOCIALISTA DE CHILE,250.0,JUAN,ROCHA ,AGUILERA,2764,ALCALDE,0,0
14,DE LOS RIOS,LA UNION,UNIDAD POR EL APRUEBO,PARTIDO SOCIALISTA DE CHILE,250.0,JUAN ANDRES,REINOSO,CARRILLO,5843,ALCALDE,0,0
14,DE LOS RIOS,LOS LAGOS,CHILE DIGNO VERDE Y SOBERANO,PARTIDO COMUNISTA DE CHILE,250.0,ALDO EMILIO,RETAMAL,ARRIAGADA,3981,ALCALDE,0,0
14,DE LOS RIOS,MAFIL,UNIDAD POR EL APRUEBO,PARTIDO POR LA DEMOCRACIA,250.0,CLAUDIO DAVID,SEPULVEDA,MIRANDA,1552,ALCALDE,0,0
14,DE LOS RIOS,MARIQUINA,CHILE VAMOS,INDEPENDIENTES-LISTA XX,251.0,GUILLERMO ROLANDO,MITRE,GATICA,3210,ALCALDE,1,1
14,DE LOS RIOS,PAILLACO,INDEPENDIENTES,INDEPENDIENTES,253.0,MIGUEL ANGEL,CARRASCO,GARCIA,3335,ALCALDE,1,0
14,DE LOS RIOS,PANGUIPULLI,INDEPENDIENTES,INDEPENDIENTES,254.0,PEDRO JAVIER,BURGOS,VASQUEZ,3716,ALCALDE,1,0
14,DE LOS RIOS,RIO BUENO,CHILE VAMOS,INDEPENDIENTES-LISTA XX,252.0,CAROLINA ANDREA,SILVA,PEREZ,3384,ALCALDE,1,1
14,DE LOS RIOS,VALDIVIA,FRENTE AMPLIO,REVOLUCION DEMOCRATICA,250.0,CARLA ANDREA,AMTMANN,FECCI,29226,ALCALDE,0,0
15,DE ARICA Y PARINACOTA,ARICA,FRENTE AMPLIO,PARTIDO LIBERAL DE CHILE,251.0,GERARDO ALFREDO,ESPINDOLA,ROJAS,20992,ALCALDE,0,0
15,DE ARICA Y PARINACOTA,CAMARONES,UNIDOS POR LA DIGNIDAD,PARTIDO DEMOCRATA CRISTIANO,250.0,CRISTIAN JAVIER,ZAVALA,SOTO,585,ALCALDE,0,0
15,DE ARICA Y PARINACOTA,GENERAL LAGOS,CHILE VAMOS,RENOVACION NACIONAL,251.0,ALEX FERNANDO,CASTILLO,BLAS,374,ALCALDE,1,1
15,DE ARICA Y PARINACOTA,PUTRE,INDEPENDIENTES,INDEPENDIENTES,252.0,MARICEL PATRICIA,GUTIERREZ,CASTRO,1303,ALCALDE,1,0
16,DE ÑUBLE,BULNES,INDEPENDIENTES,INDEPENDIENTES,253.0,GUILLERMO ALEJANDRO,YEBER,RODRIGUEZ,4424,ALCALDE,1,0
16,DE ÑUBLE,CHILLAN,UNIDAD POR EL APRUEBO,PARTIDO POR LA DEMOCRACIA,250.0,CAMILO FRANCISCO,BENAVENTE,JIMENEZ,33290,ALCALDE,0,0
16,DE ÑUBLE,CHILLAN VIEJO,INDEPENDIENTES,INDEPENDIENTES,252.0,JORGE ANDRES,DEL POZO,PASTENE,4145,ALCALDE,1,0
16,DE ÑUBLE,COBQUECURA,UNIDAD POR EL APRUEBO,INDEPENDIENTES-LISTA K,250.0,JULIO MANUEL ALBERTO,FUENTES,ALARCON,1922,ALCALDE,0,0
16,DE ÑUBLE,COELEMU,UNIDAD POR EL APRUEBO,INDEPENDIENTES-LISTA K,250.0,ALEJANDRO RODRIGO,PEDREROS,URRUTIA,4611,ALCALDE,0,0
16,DE ÑUBLE,COIHUECO,CHILE VAMOS,RENOVACION NACIONAL,252.0,CARLOS LUIS,CHANDIA,ALARCON,6278,ALCALDE,1,1
16,DE ÑUBLE,EL CARMEN,UNIDOS POR LA DIGNIDAD,PARTIDO DEMOCRATA CRISTIANO,250.0,JOSE HERNANDO,SAN MARTIN,RUBILAR,3444,ALCALDE,0,0
16,DE ÑUBLE,NINHUE,UNIDOS POR LA DIGNIDAD,INDEPENDIENTES-LISTA XU,250.0,LUIS ALBERTO,MOLINA,MELO,2180,ALCALDE,0,0
16,DE ÑUBLE,ÑIQUEN,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,252.0,MANUEL ALEJANDRO,PINO,TURRA,2774,ALCALDE,1,1
16,DE ÑUBLE,PEMUCO,CHILE VAMOS,INDEPENDIENTES-LISTA XX,251.0,JOHNNSON NEFTALI,GUIÑEZ,NUÑEZ,2302,ALCALDE,1,1
16,DE ÑUBLE,PINTO,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,251.0,MANUEL JESUS,GUZMAN,AEDO,3068,ALCALDE,1,1
16,DE ÑUBLE,PORTEZUELO,CHILE VAMOS,RENOVACION NACIONAL,250.0,RENE GUSTAVO,SCHUFFENEGER,SALAS,2525,ALCALDE,1,1
16,DE ÑUBLE,QUILLON,UNIDOS POR LA DIGNIDAD,PARTIDO DEMOCRATA CRISTIANO,250.0,MIGUEL ALFONSO,PEÑA,JARA,3327,ALCALDE,0,0
16,DE ÑUBLE,QUIRIHUE,UNIDAD POR EL APRUEBO,PARTIDO RADICAL DE CHILE,250.0,RICHARD PATRICIO,IRRIBARRA,RAMIREZ,2935,ALCALDE,0,0
16,DE ÑUBLE,RANQUIL,CHILE VAMOS,RENOVACION NACIONAL,251.0,NICOLAS ALFONSO,TORRES,OVALLE,2232,ALCALDE,1,1
16,DE ÑUBLE,SAN CARLOS,UNIDAD POR EL APRUEBO,PARTIDO SOCIALISTA DE CHILE,250.0,WILLIAMS GASTON,SUAZO,SOTO,5091,ALCALDE,0,0
16,DE ÑUBLE,SAN FABIAN,CHILE VAMOS,RENOVACION NACIONAL,251.0,CLAUDIO DE LA CRUZ,ALMUNA,GARRIDO,927,ALCALDE,1,1
16,DE ÑUBLE,SAN IGNACIO,INDEPENDIENTES,INDEPENDIENTES,252.0,CESAR ALBERTO,FIGUEROA,BETANCOURT,2442,ALCALDE,1,0
16,DE ÑUBLE,SAN NICOLAS,CHILE VAMOS,RENOVACION NACIONAL,251.0,VICTOR HUGO,RICE,SANCHEZ,2880,ALCALDE,1,1
16,DE ÑUBLE,TREHUACO,INDEPENDIENTES,INDEPENDIENTES,253.0,RAUL JAIME,ESPEJO,ESCOBAR,1400,ALCALDE,1,0
16,DE ÑUBLE,YUNGAY,UNIDAD POR EL APRUEBO,PARTIDO SOCIALISTA DE CHILE,250.0,RAFAEL ARCANGEL,CIFUENTES,RODRIGUEZ,2435,ALCALDE,0,0
